sBB,sBW,sWB,sWW,pBB,pBW,pWB,pWW,counterfactual,N_B,N_W
0.2,0.72,0.24,0.68,0.74,0.76,0.73,0.71,No counterfactual,14,42
0.16,0.76,0.2533333333333333,0.72,0.64,0.81,0.91,0.72,No counterfactual,14,42
0.16,0.76,0.2533333333333333,0.52,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.16,0.76,0.2533333333333333,0.56,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.16,0.76,0.2533333333333333,0.6,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.16,0.76,0.2533333333333333,0.64,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.16,0.76,0.2533333333333333,0.68,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.16,0.76,0.2533333333333333,0.72,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.2,0.72,0.24,0.52,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.2,0.72,0.24,0.56,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.2,0.72,0.24,0.6,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.2,0.72,0.24,0.64,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.2,0.72,0.24,0.68,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.2,0.72,0.24,0.72,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.24,0.68,0.22666666666666668,0.56,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.24,0.68,0.22666666666666668,0.6,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.24,0.68,0.22666666666666668,0.64,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.24,0.68,0.22666666666666668,0.68,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.24,0.68,0.22666666666666668,0.72,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.24,0.68,0.22666666666666668,0.76,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.28,0.64,0.21333333333333332,0.56,0.66,0.79,0.96,0.76,No counterfactual,14,42
0.28,0.64,0.21333333333333332,0.6,0.66,0.79,0.96,0.76,No counterfactual,14,42
