Identifier,Room
201816067,0
201816839,0
201730058,0
201813517,1
201812751,0
201816080,0
201816848,0
201814802,0
201813011,0
201814295,1
201815834,0
201812763,0
201812764,1
201816347,0
201813792,1
201813026,0
201812526,1
201812274,0
201531707,1
201816898,1
201815366,0
201815624,1
201813833,0
201816654,0
201812815,1
201813332,1
201817436,0
201815393,1
201814632,1
201812844,0
201815660,1
201813358,0
201814383,0
201718384,0
201815161,1
201812857,0
201817465,1
201816188,0
201814653,1
201728383,0
201813888,1
201813634,0
201812357,0
201814917,0
201816709,0
201717896,0
201815176,0
201730186,1
201813900,0
201729166,0
201815439,1
201715344,0
201732760,0
201813913,0
201815192,0
201815459,1
201813414,1
201815463,0
201713835,0
201729709,0
201727662,0
201813423,1
201815727,1
201815476,1
201812920,0
201815225,1
201815481,1
201814723,1
201812676,1
201812177,0
200810709,0
201817053,0
201813472,0
201812467,0
201816315,1
201811964,0
201815550,0
