Identifier,Room
201615115,0
201713692,1
201632033,0
201631524,0
201719845,1
201713702,1
201719848,1
201714986,1
201632299,0
201712430,0
201630771,1
201714744,1
201715515,0
201631038,0
201631296,1
201631810,0
201633091,1
201630791,1
201713224,1
201630030,0
201631823,0
201717583,1
201719886,1
201717076,1
201631577,1
201712476,1
201714530,1
201712995,1
201532260,0
201713508,0
201719395,1
201711463,1
201714283,1
201228148,1
201715060,0
201712250,1
201711995,0
201630842,1
201631355,0
201714557,1
201716350,0
201631373,1
201714830,0
201535887,1
201712525,1
201710996,1
201632410,0
201714586,1
201711018,1
201615019,0
201629612,1
201715117,1
201714607,1
201713589,1
201632695,1
201711290,1
201711807,1
201711300,1
201713866,0
201718475,1
201716427,0
201621454,1
201629650,1
201711831,1
201714135,1
201714650,0
201714653,1
201713125,1
201719526,0
201719272,0
201714158,1
201534202,1
201715707,1
