Identifier,Room
201730561,1
201729796,1
201730318,1
201717011,1
201730835,1
201720344,0
201729568,1
201718313,0
201730859,1
201721900,1
201715510,1
201714231,1
201730619,1
201719112,1
201729100,1
201729357,1
201719118,1
201728334,1
201630034,1
201731419,1
201728863,1
201730407,1
201712489,1
201729898,1
201728878,1
201633135,1
201715320,1
201719933,1
201729673,1
201715085,1
201714320,1
201712021,1
201730200,1
201730211,1
201716904,1
201730218,1
201731759,1
201719737,1
201730496,1
201731266,1
201714116,1
201727947,1
201713614,1
201730777,1
201728228,1
201730533,1
201729265,1
201719035,0
201618175,1
