Identifier,Room
201719304,0
201718281,1
201715722,0
201629708,0
201714195,0
201717779,0
201630747,0
201633321,1
201719850,1
201511471,0
201716272,0
201632310,0
201712186,0
201711678,1
201712190,0
201712705,1
201718864,0
201718865,1
201714780,0
201716831,1
201718374,1
201712235,0
201711732,0
201716868,1
201620102,1
201713291,1
201711246,0
201712782,1
201713296,0
201631388,1
201715356,1
201714346,0
201713837,1
201715885,0
201715374,0
201513147,1
201711302,1
201712838,0
201711304,0
201715399,1
201719494,1
201713362,0
201715923,1
201532636,0
201616095,0
201632481,0
201632482,0
201714916,0
201719541,0
201715960,0
201714431,1
201631492,0
201717006,1
201630992,0
201632016,1
201716508,0
201713436,1
201711907,1
201716517,0
201711402,1
201713453,0
201714492,0
201720147,1
201715546,0
201619802,0
201715548,0
201715038,0
201632609,1
201710959,1
201714543,1
201719152,1
201714562,0
201720195,1
201718669,0
201717135,0
201630101,0
201632153,0
201631646,0
201715107,1
201713075,0
201718198,0
201632183,0
201713089,0
201711045,0
201712070,0
201717713,1
201716187,0
201632221,1
201712094,1
201715680,0
201713123,0
201633253,0
201715691,0
201713139,1
201715700,1
201719286,0
