Identifier,Room
201729802,1
201630989,0
201729809,1
201712915,0
201729303,0
201729306,0
201632546,1
201713954,1
201631015,0
201631274,1
201720110,1
201621039,0
201729838,0
201730353,0
201730351,0
201729589,1
201714748,1
201123139,0
201712708,0
201729351,1
201729362,0
201714771,1
201729110,1
201729625,1
201631834,0
201730653,0
201710951,1
201614697,0
201728882,0
201512310,1
201730681,0
201712249,1
201729918,0
201728385,0
201729921,0
201729416,0
201728911,1
201728401,0
201728914,1
201723284,1
201718422,0
201531291,1
201731488,0
201712545,0
201730466,0
201727656,1
201731497,1
201730737,1
201728180,1
201729977,1
201728188,1
201730238,0
201731263,0
201731774,1
201729473,1
201712068,0
201714886,1
201718994,1
201630933,0
201711331,1
201715946,1
201729264,0
201730289,1
201730802,1
201730546,0
