Identifier,Room
201715970,1
201713422,0
201713169,1
201713170,0
201716754,1
201716245,1
201714967,0
201715994,1
201718560,0
201720096,0
201716771,0
201717547,0
201715500,0
201719598,0
201711407,1
201717039,0
201714737,0
201715508,0
201718333,1
201531457,1
201715268,1
201712975,1
201711963,1
201717600,0
201718126,1
201715313,0
201720689,1
201711988,1
201718390,0
201716599,1
201719161,1
201717626,1
201715835,0
201715068,0
201718653,1
201719929,1
201712256,1
201633154,0
201714308,0
201711493,1
201713288,0
201719434,0
201715595,1
201712013,1
201719182,1
201713811,0
201630612,0
201713815,1
201713825,1
201718954,0
201716396,1
201711793,0
201713842,1
201718199,1
201713849,0
201630657,0
201715140,0
201713605,1
201716165,0
201717447,0
201629641,0
201712589,0
201630673,1
201720018,1
201715930,0
201617115,1
201712864,0
201711849,1
201720044,1
201714671,1
201712122,0
201720050,1
201714932,1
201712121,0
201718266,1
201715709,0
201719807,1
