Identifier,Room
201814272,0
201814023,1
201819912,0
201822217,1
201823242,0
201814027,0
201820940,1
201822731,0
201822734,0
201816588,0
201818132,1
201822999,0
201820193,1
201821732,0
201821221,0
201821227,1
201820460,0
201819695,0
201821487,0
201819441,1
201821234,0
201820467,0
201714996,1
201820726,1
201823033,1
201822268,0
201612605,1
201822023,1
201814091,0
201820245,0
201821014,1
201820759,0
201819738,1
201822043,1
201821277,0
201813087,1
201822047,1
201820775,1
201820012,0
201816689,0
201815666,0
201820531,0
201820536,1
201823100,0
201823105,0
201822084,0
201823119,1
201819793,0
201821585,0
201821843,1
201822103,0
201819800,1
201821594,0
201820573,0
201822113,1
201820838,1
201820080,1
201815731,0
201821107,0
201729976,1
201820609,0
201822917,1
201816520,0
201820619,1
201821142,1
201821663,0
201821408,0
201821667,1
201821926,1
201812971,0
201716207,0
201819899,1
201821948,0
