Identifier,Room
201614341,1
201624070,0
201618951,0
201614859,1
201612815,1
201615892,0
201512474,1
201615907,1
201612852,1
201614900,0
201611835,1
201618492,1
201616467,1
201618006,1
201616485,1
201612390,1
201614451,1
201615987,0
201619066,0
201620095,0
201618567,0
201615499,1
201618582,1
201616535,1
201621144,1
201622679,1
201616539,0
201617055,0
201621665,0
201616037,1
201618093,0
201613487,1
201621171,1
201622714,0
201613501,1
201617597,0
201617603,1
201514185,1
201612503,0
201620184,0
201613022,0
201613027,1
201614564,1
201617129,1
201618157,1
201616112,1
201621755,0
201621758,1
201612033,0
201615617,1
201615108,1
201318151,0
201615122,1
201617175,1
201619737,1
201619742,0
201619743,0
201620257,1
201423144,1
201617710,1
201621294,0
201620791,0
201619273,0
201622862,0
201615183,1
201623374,0
201618266,1
201613662,1
201616735,0
201613150,0
201620836,1
201615216,0
201616752,0
201622898,1
201614195,1
201613683,0
201618302,0
201614210,0
201616771,1
201614724,1
201619335,0
201615753,0
201616265,1
201617814,1
201619350,0
201613724,1
201622941,1
201621921,0
201613222,1
201618342,1
201612719,1
201620912,0
201617841,0
201618363,0
201617853,0
201615817,1
201512416,0
201622497,1
201622498,0
201613801,0
201616873,0
201514994,1
201617394,1
201614328,0
201613818,0
201617916,1
