Identifier,Room
201812490,0
201729036,0
201814033,1
201814547,1
201813270,1
201812761,0
201811994,0
201731354,1
201815065,1
201815073,1
201815844,0
201813289,1
201814831,0
201812545,1
201815633,1
201815123,0
201815129,1
201817184,1
201815654,0
201812839,0
201715304,1
201814379,1
201812591,1
201812335,1
201813873,1
201815665,0
201813879,1
201728889,1
201814650,0
201812890,0
201814171,1
201812380,1
201729441,0
201814690,0
201730721,1
201729957,1
201718182,0
201729710,0
201817265,1
201731766,0
201816249,1
201817020,0
201814718,0
201814211,0
201813702,1
201815499,1
201816011,1
201730509,0
201729230,1
201816789,0
201817558,1
201814231,1
201814240,1
201814504,1
201729259,1
201811949,0
201632754,1
201812468,0
201813493,1
201815547,0
201812732,1
201812991,0
