Identifier,Room
201619713,1
201617670,1
201619719,0
201613332,0
201413654,0
201616673,1
201618979,1
201615399,1
201615404,1
201617203,1
201614388,0
201532211,0
201618493,0
201619261,0
201616960,1
201534023,1
201618503,1
201534288,1
201612374,1
201612909,1
201623406,1
201621617,1
201618035,1
201533815,0
201623164,0
201612417,0
201616007,1
201617799,0
201623431,1
201622681,0
201616538,1
201622174,0
201618605,1
201620397,1
201618863,1
201612209,1
201531313,0
201618098,1
201615031,1
201614781,1
201530817,0
201530822,1
201611468,0
201615054,1
201415637,1
201622491,0
201512158,1
201624039,1
201613545,1
201622509,0
201612014,1
201615086,1
201612278,0
201617914,0
201532668,1
201613565,0
