Identifier,Room
201729026,1
201615619,1
201729545,0
201730324,1
201729317,0
201730853,0
201632567,0
201729598,0
201728320,1
201730378,0
201730635,0
201731660,0
201729101,1
201730130,0
201729882,0
201533537,0
201729128,1
201731698,0
201713023,1
201729153,0
201731458,1
201729189,0
201731755,0
201730221,1
201730487,1
201719993,0
201730495,1
201719235,0
201730499,0
201727946,0
201712590,1
201729743,0
201730255,1
201714899,1
201728212,1
201729236,1
201715163,1
201729758,1
201719530,0
201729779,1
201614326,0
