Identifier,Room
201633024,1
201711364,0
201712136,1
201714696,1
201713675,1
201713681,1
201715729,0
201714196,0
201715735,0
201714714,0
201713435,1
201632283,0
201720869,1
201531686,0
201617958,1
201714992,1
201715251,0
201716279,0
201630523,0
201712959,1
201715531,1
201719120,0
201633109,1
201711959,1
201712220,1
201714524,0
201719904,1
201713768,1
201715821,0
201714800,0
201719155,1
201631604,1
201712757,0
201712759,0
201631870,1
201715842,0
201632131,0
201632901,0
201632134,1
201714826,1
201719701,0
201714838,1
201712022,1
201716891,0
201531805,0
201631645,1
201712290,0
201712551,1
201714857,0
201714092,0
201632175,0
201717680,0
201633201,1
201712564,0
201630390,0
201712569,1
201532607,1
201711039,0
201713610,0
201711052,1
201713112,1
201719773,1
201716963,1
201720036,1
201111528,0
201630446,1
201632242,0
201719028,0
201715708,0
201631997,0
201715711,0
