Identifier,Room
201613062,0
201616395,1
201615095,1
201612557,1
201613583,0
201623568,0
201614866,1
201532435,1
201613330,1
201615381,1
201622550,1
201612825,0
201614874,0
201617186,0
201515045,0
201619749,1
201619750,1
201617451,1
201616684,1
201416493,1
201616945,1
201614644,1
201613883,0
201619266,1
201622603,0
201612620,1
201613905,1
201612372,0
201612645,0
201616487,0
201612649,1
201618027,1
201612655,1
201612155,0
201611393,0
201618305,0
201621894,0
201618061,1
201623185,0
201618070,1
201615510,0
201613720,0
201530777,0
201530265,1
201619096,1
201535899,0
201619449,0
201614498,0
201615268,0
201615526,0
201618088,0
201614254,0
201616566,1
201614521,0
201617849,0
201617340,1
201615293,0
201623997,1
201612537,0
201611974,1
201622482,1
201612509,0
201615589,1
201617897,1
201617648,0
201618423,0
201618937,0
201619706,1
201513214,1
