Identifier,Room
201615749,0
201615253,1
201623318,0
201611678,1
201622184,0
201622698,0
201616683,0
201620785,0
201624243,1
201618229,1
201615545,1
201613503,1
201617343,0
201615553,0
201416259,0
201613384,1
201614539,1
201534155,0
201621201,0
201624020,0
201622614,0
201622390,0
201612154,0
