Identifier,Room
201712134,1
201713672,1
201713673,1
201712650,1
201715211,0
201719821,1
201716244,1
201714712,0
201716772,1
201716278,0
201632317,0
201714259,1
201718868,1
201712735,0
201717860,1
201719920,0
201713786,0
201712259,1
201714313,0
201714832,1
201615505,1
201715859,0
201719960,0
201715353,1
201716897,0
201716905,0
201711788,0
201716399,1
201714355,0
201713848,1
201716417,0
201717965,1
201711310,1
201715410,0
201713370,0
201714910,0
201713889,0
201712354,0
201712359,1
201719528,0
201714930,0
201720058,1
201716989,1
201720574,0
201718026,1
201716495,1
201712406,1
201712414,0
201714463,0
201711906,0
201717541,1
201713454,1
201720624,0
201713976,1
201719100,0
201716028,1
201715520,0
201712455,1
201717575,1
201714516,1
201712470,1
201710939,1
201712988,0
201713514,1
201713007,0
201716097,0
201720204,1
201718671,1
201720208,1
201714577,0
201720222,0
200624033,1
201714611,0
201716666,1
201718714,0
201717692,1
201714109,0
201715645,0
201716675,0
201715150,0
201714129,0
201712085,1
201712086,0
201633761,1
201717740,1
201714171,1
