Identifier,Room
201719044,1
201715718,1
201710857,1
201631500,1
201633036,1
201719054,0
201718292,1
201714456,1
201719069,1
201717021,1
201613856,1
201715492,0
201632809,0
201713451,1
201713458,0
201633334,1
201713981,0
201712964,1
201631816,0
201716040,0
201715532,1
201712206,0
201717582,0
201631824,1
201716821,0
201714528,1
201712736,0
201718627,0
201631844,1
201718885,0
201719651,0
201717863,1
201720427,1
201228147,0
201713527,1
201710968,0
201716602,0
201718139,0
201719931,1
201633150,0
201713281,0
201713283,1
201713029,0
201713541,1
201713031,1
201719176,1
201710991,0
201631379,1
201713812,0
201711000,1
201534104,0
201711003,1
201715101,1
201711014,0
201716390,1
201715368,1
201711786,0
201713070,1
201714352,0
201713074,1
201632436,1
201630389,1
201630648,1
201632703,1
201631167,1
201715395,1
201713360,1
201714643,1
201631444,1
201718485,0
201617374,0
201632734,1
201711838,0
201713383,1
201632490,1
201712111,1
201715704,1
201717502,1
