Identifier,Room
201633285,0
201611919,0
201632787,1
201631517,0
201623079,1
201622699,1
201620784,1
201617338,1
201631674,0
201611453,1
201632071,1
201611725,0
201631054,1
201631437,1
201613779,1
201632215,1
201633112,1
201632089,1
201632473,1
201629659,1
201327067,1
201630558,1
201630948,1
201617384,0
201633136,0
201532533,0
201631869,1
201623422,1
