Identifier,Room
201615873,1
201616389,1
201617934,1
201616916,1
201620002,1
201619496,0
201616939,1
201614381,0
201614894,0
201535554,0
201611842,0
201621573,1
201613381,0
201530953,0
201619028,0
201613909,0
201615958,1
201614423,1
201617497,0
201612902,0
201616486,0
201612398,0
201513584,1
201621631,0
201611904,0
201612937,0
201623178,0
201624202,0
201533109,0
201611446,1
201621699,0
201616584,0
201616072,0
201613521,0
201618645,0
201617624,1
201621213,1
201619681,1
201617127,0
201531625,0
201613546,0
201612524,0
201615090,1
201613557,1
201614584,1
201616636,0
201620231,1
201533706,1
201612051,1
201513753,0
201619227,0
201615145,1
201619241,0
201531181,1
201614129,0
201518386,0
201622329,0
201612602,0
201612092,1
201531196,0
201615165,1
201612607,0
201614657,0
201614150,1
201614170,0
201614183,0
201612139,1
201617771,0
201614201,1
201613693,0
201612164,0
201619847,1
201531797,0
201617301,0
201614743,1
201616792,0
201614747,1
201617823,1
201613218,0
201618867,0
201613245,0
201612223,1
201615810,0
201618885,1
201530311,0
201617361,1
201612762,1
201512926,1
201616863,0
201123811,0
201614313,0
201619438,1
