Identifier,Room
201621256,0
201620489,0
201530639,1
201530385,1
201620501,0
201532950,0
201530140,1
201615134,1
201614373,0
201614374,0
201612838,1
201530920,1
201533483,0
201623086,0
201533231,1
201531188,0
201618491,1
201616190,1
201613375,0
201616450,1
201614402,1
201530948,1
201620290,1
201616198,1
201616888,0
201533256,0
201616969,0
201535819,1
201314384,1
201612137,1
201621866,0
201618030,0
201616248,0
201612664,1
201531003,1
201618556,1
201613441,1
201622658,0
201532291,1
201619078,0
201532551,1
201613454,0
201614735,0
201617050,0
201612955,0
201533599,1
201619365,0
201614758,1
201530542,1
201531055,0
201611696,0
201622191,0
201530805,1
201533630,0
201611714,1
201615812,1
201530821,1
201125590,0
201531611,1
201619675,1
201619683,1
201618916,0
201618412,1
201618672,1
201613811,0
201616371,1
201620728,1
201534203,0
201615101,1
