Identifier,Room
201730307,0
201730054,0
201632012,1
201730342,0
201729579,0
201730094,0
201730607,1
201731635,0
201713472,0
201730624,0
201729608,0
201729864,0
201729099,1
201730636,0
201730896,0
201730911,1
201729635,1
201729395,1
201729145,0
201730171,1
201730431,0
201729668,0
201730951,0
201730189,0
201730704,0
201713809,0
201729941,0
201731736,0
201730461,1
201731489,0
201727657,0
201716137,1
201729454,0
201729713,0
201729207,1
201729465,0
201711033,0
201731001,1
201728194,0
201711043,0
201631430,1
201729223,0
201729738,1
201730508,1
201630670,1
201729742,1
201729235,0
201730772,1
201729749,0
201730261,1
201728215,0
201730262,1
201729756,0
201729757,1
201730527,1
201713384,0
201730544,0
