Identifier,Room
201633280,0
201632002,1
201630723,0
201631496,0
201616137,1
201632265,0
201632270,0
201631758,0
201631519,1
201631018,0
201632304,0
201630513,1
201631795,0
201614389,1
201622583,0
201631804,1
201632063,1
201631299,0
201632323,0
201630789,0
201632329,0
201632075,1
201631052,0
201631589,1
201630573,0
201616239,0
201630576,0
201621362,1
201631090,0
201630583,0
201629821,0
201531008,1
201632385,0
201631366,0
201632149,0
201632150,0
201632406,0
201629849,0
201614237,1
201615006,0
201632162,0
201630116,1
201630121,1
201611435,1
201633198,0
201418418,1
201631666,0
201631416,0
201629625,0
201528766,1
201631428,1
201629638,0
201632712,1
201631951,1
201615312,0
201631957,1
201632993,0
201620452,0
201630950,1
201632743,1
201622760,0
201629673,1
201412338,1
201532408,1
201623801,0
201412860,1
