Identifier,Room
201618437,0
201622022,0
201531911,1
201616905,0
201616914,0
201613331,0
201621525,0
201532438,1
201623064,0
201224217,0
201532443,1
201614365,0
201532448,1
201616417,0
201612833,0
201615395,0
201613354,0
201620010,0
201535535,0
201621041,0
201535538,1
201612851,0
201535544,0
201620537,0
201615930,0
201535552,0
201612353,1
201530949,0
201535558,0
201623621,0
201530952,0
201621576,0
201617488,0
201619033,1
201533535,0
201617503,0
201614947,0
201615978,1
201534064,0
201617015,0
201613943,0
201615991,0
201623163,1
201612926,0
201612424,0
201620105,0
201615498,0
201614987,1
201623690,1
201623181,1
201532574,1
201533600,0
201613997,1
201531571,1
201618100,0
201614006,0
201614518,0
201615546,0
201614525,0
201617085,0
201617604,0
201615566,0
201531095,1
201614039,0
201620695,1
201613530,0
201622753,0
201531109,1
201619176,1
201616105,0
201619692,1
201614576,0
201617141,1
201618166,1
201617145,0
201623802,1
201620731,0
201614592,0
201612545,0
201615616,1
201613067,1
201612046,1
201617167,0
201617680,0
201623313,1
201618195,0
201613081,1
201613598,1
201616676,1
201533223,1
201612076,0
201614639,1
201613104,0
201612593,1
201613618,0
201533235,1
201621808,0
201532214,0
201612090,0
201612610,0
201614149,1
201616201,0
201533771,0
201616718,0
201533268,0
201620826,0
201617243,1
201425759,0
201616736,0
201534308,0
201618279,1
201619815,0
201528683,1
201615214,0
201618290,1
201616758,1
201515390,0
201533827,1
201616269,1
201614733,0
201511824,1
201613200,0
201615762,0
201617309,0
201622962,0
201611704,1
201532864,0
201617857,0
201622472,0
201617357,1
201616336,0
201616339,0
201513437,1
201517022,0
201425893,1
201619943,0
201518569,0
201617899,1
201620972,0
201515502,0
201620466,1
201531902,0
