Identifier,Room
201631490,1
201632770,0
201611795,1
201616663,1
201631775,0
201629729,0
201630760,1
201615155,0
201633332,0
201615158,0
201617209,0
201631807,1
201631303,0
201630799,0
201533264,1
201613136,1
201618002,0
201633363,0
201629790,1
201632096,1
201630060,0
201633389,0
201632114,1
201630075,1
201630588,0
201631102,0
201633408,1
201631363,0
201630854,0
201632649,1
201534098,0
201629594,1
201632154,1
201630111,1
201533088,1
201613475,1
201613991,0
201630890,1
201631924,1
201632187,0
201632955,0
201614014,1
201631689,1
201511626,1
201629643,0
201632469,1
201630945,0
201425895,1
201631735,0
201630457,1
201615614,1
