Identifier,Room
201819904,0
201816856,0
201813528,0
201821734,0
201814572,0
201812782,0
201820978,0
201813557,0
201815353,0
201820474,0
201821241,0
201814337,0
201812805,0
201819718,0
201823306,0
201821776,0
201823317,0
201821536,0
201822054,0
201714791,0
201816682,0
201822832,0
201820020,0
201816950,0
201820534,0
201822328,0
201821819,0
201821820,0
201820542,0
201821060,0
201822609,0
201821847,0
201823130,0
201821597,0
201814431,0
201814945,0
201822881,0
201813931,1
201816492,0
201821357,0
201822126,0
201814448,0
201820850,0
201821106,0
201819826,1
201822647,0
201814975,1
201822913,0
201821890,0
201821127,0
201823184,0
201822418,0
201820892,0
201821154,0
201817316,0
201816806,0
201821927,0
201813993,0
201815274,0
201820908,0
201822956,0
201822703,0
201820663,0
201821176,0
201821434,0
