Identifier,Room
201821968,1
201821713,0
201820949,1
201820696,0
201822235,0
201823260,0
201815077,0
201821995,1
201816625,0
201823285,0
201822262,1
201819958,1
201821757,1
201822270,1
201731647,0
201816384,1
201821761,1
201821509,1
201823045,0
201819723,1
201815886,0
201821783,1
201819742,0
201729633,0
201820770,0
201821543,1
201821033,1
201812334,1
201820527,0
201821038,1
201228145,0
201822575,0
201820789,0
201819776,1
201822338,0
201820035,1
201719942,0
201817485,1
201820051,1
201819799,0
201821081,0
201816987,0
201821342,1
201821355,0
201821867,1
201716653,0
201822381,0
201822898,1
201812919,0
201812408,1
201821882,0
201822651,1
201713344,0
201728973,0
201822415,0
201821658,0
201729505,1
201821413,0
201822954,0
201821676,0
201814770,0
201821173,0
201821942,1
