Identifier,Room
201632513,0
201717763,1
201632516,1
201730822,0
201730568,0
201729289,1
201730315,0
201729553,1
201730592,1
201730337,1
201729060,0
201729577,1
201730858,1
201730862,1
201716785,0
201729077,1
201730103,0
201632058,1
201729853,0
201731648,1
201730113,1
201719110,1
201730634,1
201729358,1
201728079,0
201730640,1
201730385,1
201731410,1
201716052,0
201728087,1
201728095,1
201730143,0
201729384,1
201730921,0
201731433,1
201719918,0
201714035,0
201728374,1
201729912,1
201730169,0
201730943,1
201631360,1
201631362,1
201711490,1
201729155,1
201729926,1
201730438,1
201730452,1
201730712,1
201716122,1
201729178,0
201729948,1
201728160,0
201631911,1
201731495,1
201731498,0
201729970,0
201729720,1
201729211,0
201716414,1
201731009,1
201631427,1
201714633,1
201716431,0
201729487,1
201730779,1
201714400,1
201728737,1
201729763,0
201730791,1
201731818,0
201632235,1
201728752,0
201729521,1
201728242,1
201731568,1
201713658,0
201728766,0
