Identifier,Room
201613833,0
201621008,0
201612308,0
201615899,0
201617439,0
201615407,0
201617456,0
201617455,1
201516089,0
201621050,1
201612352,1
201617985,0
201615939,1
201612869,0
201529926,0
201614408,0
201619024,0
201616465,1
201620063,0
201614963,0
201615476,0
201619065,1
201622142,0
201612934,1
201618058,0
201618572,0
201622158,1
201619088,0
201612947,0
201616020,0
201520286,0
201618080,1
201621666,0
201534116,0
201620658,1
201532088,0
201611961,0
201616570,0
201511612,0
201619132,0
201612480,0
201614530,1
201615554,0
201617608,0
201619152,0
201623275,0
201617649,0
201619703,0
201617147,0
201619717,0
201622280,1
201621264,0
201613592,0
201616154,0
201619238,0
201612583,0
201622315,0
201614127,0
201613623,0
201615678,0
201623874,1
201614659,0
201615180,0
201619790,0
201617231,0
201613137,0
201616724,0
201612633,0
201615709,1
201614694,0
201620842,1
201617787,1
201622930,0
201514907,0
201617318,0
201612203,0
201612716,0
201619372,0
201613231,0
201623983,1
201622450,0
201613762,0
201619397,1
201532361,0
201622994,0
201619930,1
201614811,1
201612765,1
201613807,1
201611767,1
