Identifier,Room
201326087,1
201729291,1
201730316,1
201730061,1
201729552,1
201729813,1
201728285,1
201716770,0
201516581,1
201729573,1
201730085,1
201729325,1
201730352,1
201729587,1
201711676,1
201730366,1
201729855,1
201711683,1
201729861,1
201730117,0
201728330,1
201729620,1
201715803,1
201413735,1
201728104,1
201714537,1
201728361,1
201713771,1
201728873,1
201729386,1
201632622,1
201730414,1
201728762,1
201714545,1
201730677,1
201532025,1
201729662,1
201729666,1
201730444,0
201729424,1
201728408,1
201712539,1
201630875,1
201729691,1
201714339,1
201728935,1
201729959,1
201729714,1
201730739,1
201730244,1
201629894,1
201729735,1
201729484,1
201711824,1
201729751,1
201633241,1
201728985,0
201729509,0
201716712,1
201729263,1
201729519,1
201730032,1
201730040,0
201713146,0
