Identifier,Room
201618177,0
201614596,0
201617925,1
201614088,1
201612297,1
201614347,1
201617164,1
201619479,0
201617688,0
201617442,0
201616932,1
201614885,0
201615400,1
201616428,0
201622828,0
201618998,0
201613879,0
201617976,1
201613114,1
201611332,1
201614922,1
201612109,1
201612621,1
201533520,1
201612369,1
201620817,0
201612121,0
201615964,1
201614942,1
201611360,0
201615973,1
201611881,1
201613162,0
201621616,1
201611894,1
201620855,1
201615738,1
201620603,0
201511034,1
201615995,0
201613444,1
201618565,0
201613704,1
201620360,1
201614221,0
201622159,0
201612952,1
201616797,0
201617312,1
201615012,1
201530033,1
201621692,0
201613506,1
201617861,1
201615563,1
201616844,1
201614289,0
201615826,0
201621205,1
201530839,1
201619929,0
201614042,1
201618906,1
201618399,0
201614049,0
201615588,1
201612773,0
201617653,0
201620477,0
201616127,0
