Identifier,Room
201821698,0
201822728,1
201821707,1
201820684,1
201820687,0
201820946,1
201821203,0
201819897,0
201820183,1
201818136,1
201822744,1
201814042,1
201820954,0
201820702,1
201823262,1
201821216,1
201820709,0
201818150,1
201822253,1
201821743,1
201820721,0
201821491,0
201820724,0
201821494,1
201729592,1
201820216,0
201819706,1
201821243,1
201822780,0
201122886,1
201821016,0
201729369,0
201729626,0
201819994,1
201731677,1
201731686,0
201819754,1
201820780,1
201813619,1
201821555,0
201822070,0
201821317,1
201817227,0
201822092,0
201821328,1
201820570,1
201820576,0
201820067,1
201731492,1
201815461,1
201816234,0
201816750,1
201819823,1
201730997,0
201820091,1
201821628,1
201820871,0
201821131,1
201820876,0
201821135,1
201819860,1
201817302,1
201820632,1
201821656,1
201822680,1
201820635,1
201820641,0
201820131,1
201820643,1
201820901,0
201822960,0
201821171,1
201821428,1
201730805,0
201820665,0
