Identifier,Room
201729537,1
201714183,0
201718280,0
201729038,1
201730574,0
201730575,0
201730065,0
201730582,0
201729571,1
201633318,1
201731630,0
201712175,1
201713713,1
201730097,0
201730609,0
201632823,1
201629753,1
201718843,1
201729086,1
201712193,1
201730116,0
201729094,1
201729617,1
201730642,0
201730644,0
201730645,0
201730153,0
201729130,1
201730166,0
201715838,0
201717894,1
201729670,1
201729162,1
201631374,1
201731739,0
201731743,0
201618593,0
201730729,1
201716913,0
201719484,1
201731269,0
201729228,1
201731792,0
201713877,0
201729240,1
201729770,1
201729775,1
201730799,0
201719548,1
201714448,0
201713425,1
201731364,1
201730343,0
201720105,0
201729333,1
201729334,1
201715002,0
201713985,0
201729868,1
201717077,0
201713503,1
201729893,0
201730411,0
201714544,0
201729908,0
201729917,0
201729923,0
201712534,1
201728922,1
201730462,0
201729439,1
201714080,0
201720243,0
201730484,0
201711029,0
201717704,1
201728968,1
201717710,1
201712079,1
201728982,0
201716695,0
201729498,1
201730012,0
201631709,0
201731549,1
201731574,1
