Identifier,Room
201822980,0
201820692,1
201823001,0
201821469,1
201820192,0
201820969,1
201822762,1
201812779,0
201812268,0
201821996,0
201821230,1
201822000,0
201813041,0
201819447,0
201817404,1
201819968,0
201819464,1
201823055,1
201821008,0
201814353,0
201819986,1
201815131,0
201820251,0
201813858,1
201812070,0
201820521,0
201731437,0
201822574,0
201822076,0
201820798,0
201819778,0
201821058,1
201815947,1
201822347,0
201814669,1
201815546,0
201812887,0
201821591,0
201821595,0
201820831,1
201819818,0
201822639,0
201821363,0
201821364,0
201812917,1
201817273,1
201822911,0
201820098,0
201815243,0
201820112,0
201820883,1
201819861,0
201822937,1
201820890,1
201819868,0
201821149,1
201822943,1
201822692,0
201819885,1
201820143,1
201814515,1
201820147,0
201821941,0
201822966,1
201821688,0
201822201,1
201820922,1
