Identifier,Room
201730688,1
201729795,1
201630603,1
201715726,1
201729551,0
201631762,0
201729683,0
201713945,1
201713947,1
201714341,1
201632294,1
201729704,1
201729068,1
201728172,1
201714094,0
201713588,0
201716023,1
201729081,1
201728954,0
201731645,0
201730623,1
201730115,1
201729609,1
201729098,1
201731661,0
201712078,1
201617489,0
201711827,1
201730004,0
201729622,1
201729115,1
201712605,1
201731037,1
201730275,1
201728231,1
201631855,1
201619953,0
201730929,0
201731320,1
201731065,1
201719804,0
201731709,0
