Identifier,Room
201821440,1
201730753,1
201816961,1
201821827,0
201122888,0
201822793,1
201823241,0
201821009,1
201812949,0
201820565,0
201820567,1
201817311,1
201814708,1
201816757,0
201813175,1
201823161,0
201821309,1
