Identifier,Room
201632774,1
201617416,1
201530889,0
201630742,0
201630743,0
201631264,0
201614371,1
201631793,0
201631798,0
201631802,0
201631295,1
201611850,1
201632334,0
201629777,1
201631826,1
201632344,0
201630813,0
201631325,0
201632350,1
201630826,1
201631851,1
201632362,0
201630831,0
201632380,0
201533584,1
201632409,0
201632411,0
201631907,0
201630884,0
201630888,0
201531566,0
201531056,0
201632439,0
201630393,0
201630905,1
201630398,0
201533633,1
201631440,1
201620691,1
201631959,0
201630939,0
201516253,0
201532638,0
201631466,0
201631983,0
201630964,1
201631995,1
201630470,0
201532168,0
201613066,0
201532698,1
201631526,1
201632038,0
201632558,1
201633074,1
201631544,0
201632062,1
201629005,1
201533774,0
201630542,1
201632080,0
201633103,0
201631061,0
201632095,1
201630054,0
201631106,1
201631130,0
201630119,0
201630637,0
201632176,0
201632177,1
201630647,0
201532348,0
201630142,0
201632190,0
201533377,0
201621974,0
201630683,0
201630685,1
201632222,0
201632224,0
201631201,0
201618930,0
201532409,0
201629693,0
