Identifier,Room
201815174,1
201815952,1
201816467,1
201814168,0
201730715,0
201817379,1
201811877,0
201812518,1
201812019,0
201815351,1
201815998,0
201731012,1
201631441,1
201730258,1
201214930,1
201729367,0
201812315,1
201812060,0
201813595,1
201730657,0
201813604,1
201815289,1
201730043,1
