Identifier,Room
201730563,0
201730313,0
201728276,1
201728278,1
201715227,0
201730589,0
201730080,1
201633314,1
201714722,0
201718572,0
201729843,1
201535796,1
201730867,0
201730614,1
201633090,1
201728322,0
201731397,0
201730633,0
201633098,0
201730386,1
201728855,1
201729624,1
201729117,1
201730659,0
201729892,1
201730660,0
201731436,1
201730158,0
201730672,1
201730421,0
201631872,1
201729931,1
201729933,1
201730445,1
201729681,1
201716988,0
201729174,1
201729943,0
201730713,1
201729694,1
201731742,0
201729697,0
201730210,1
201730722,0
201630899,0
201728949,1
201731000,0
201728189,1
201730500,1
201716421,1
201729222,1
201727950,1
201729486,1
201730008,1
201729499,0
201728988,1
201729244,1
201712862,0
201731039,0
201731551,0
201728995,1
201729251,1
201731812,0
201729255,1
201631209,0
201729257,0
201729515,1
201729522,0
201731571,0
201730039,0
201730297,1
201729788,1
