Identifier,Room
201615872,1
201632256,0
201632258,0
201632260,1
201632006,0
201632262,0
201620490,0
201612816,0
201630739,0
201630500,1
201630756,0
201611821,0
201632301,0
201617719,0
201631552,0
201616970,0
201622861,1
201631829,1
201632864,1
201630819,0
201614693,0
201531494,0
201630057,0
201531242,0
201631859,0
201630837,0
201629560,1
201632123,0
201629820,1
201630850,0
201630598,0
201630095,0
201614227,0
201615508,0
201615766,1
201629847,0
201630102,1
201633176,1
201631132,0
201617314,0
201632419,0
201629604,0
201630885,0
201629864,0
201632424,0
201630378,0
201513131,1
201630381,0
201631149,0
201631661,0
201629883,0
201630141,1
201630401,0
201630917,0
201631432,0
201631435,0
201631186,0
201631198,0
201630431,0
201632225,0
201512164,1
201631467,0
201631217,0
201632248,0
201630459,0
201630460,0
201630462,0
201630719,0
