Identifier,Room
201613824,0
201714689,0
201631493,0
201631759,0
201713178,0
201715230,1
201618216,1
201714731,1
201630516,0
201631800,1
201720122,0
201714747,1
201712700,0
201631805,0
201632319,1
201632066,0
201711946,0
201534027,1
201712463,1
201715535,0
201615710,0
201633119,1
201623390,1
201712743,1
201631593,1
201630828,0
201715833,0
201632634,0
201710974,1
201617279,1
201710989,1
201711771,1
201713056,1
201631906,1
201630385,1
201633202,1
201713330,0
201714610,0
201613239,0
201633208,1
201631419,1
201711037,1
201716161,0
201630916,1
201713865,0
201716177,1
201719506,1
201713622,1
201632986,0
201713626,0
201712092,1
201718749,1
201711845,0
201715686,0
201632232,0
201423604,0
201629942,0
201715703,0
201719030,1
