Identifier,Room
201815808,1
201815307,0
201813524,0
201814553,1
201815324,1
201814312,0
201813800,1
201814056,1
201817131,0
201816114,0
201815349,1
201730556,0
201812798,1
201815362,1
201814339,0
201815621,0
201812294,1
201813579,0
201814350,0
201813327,1
201814096,1
201813839,0
201817426,1
201813081,0
201816413,1
201812319,0
201716844,0
201816181,0
201813371,1
201813115,1
201815680,1
201815426,1
201813379,1
201816453,1
201728910,0
201815694,0
201813142,0
201815446,1
201727643,0
201812895,0
201713823,1
201816480,0
201815202,0
201813160,1
201813167,0
201817008,1
201813178,0
201817021,1
201812674,1
201713859,1
201712069,0
201813958,1
201812935,1
201815752,0
201816531,0
201713878,1
201812441,0
201816284,0
201816796,1
201817312,0
201813220,0
201814764,1
201817070,1
201813489,1
201813747,0
201814007,0
201815544,0
201812475,1
201814780,0
201814782,1
