Identifier,Room
201630467,1
201629700,1
201632264,1
201630473,0
201633034,0
201632267,1
201632785,1
201631763,0
201631001,1
201631769,1
201533477,0
201632037,0
201617961,0
201630505,1
201632300,0
201632050,0
201612600,1
201532985,1
201631034,1
201631803,0
201631809,1
201632069,0
201517393,1
201630545,1
201631317,1
201632599,1
201631322,1
201632605,1
201631333,1
201632105,1
201631087,1
201630836,0
201631863,0
201633400,1
201631614,0
201631615,1
201623679,1
201631621,0
201531271,1
201629576,1
201629578,0
201632653,1
201534353,0
201630099,1
201630615,0
201630104,1
201632930,1
201633187,1
201632931,1
201630629,1
201631141,1
201630122,0
201632170,0
201532588,1
201630908,0
201632448,1
201632453,0
201630671,0
201630419,1
201631699,1
201629912,1
201631960,0
201632729,0
201632478,1
201629922,1
201631980,1
201631984,1
201632240,1
201630970,1
