Identifier,Room
201816838,0
201814283,1
201815565,0
201816078,1
201813015,0
201813017,0
201813283,0
201812524,0
201814062,0
201729335,0
201817400,1
201812284,1
201814845,0
201815615,0
201812548,0
201812297,1
201812810,0
201812812,0
201812047,0
201812564,1
201715029,1
201815386,0
201812571,0
201729632,1
201812323,1
201812327,0
201815667,0
201815674,0
201812350,1
201817215,0
201812352,0
201812863,1
201728412,0
201812386,0
201816740,0
201814694,1
201812398,0
201813684,0
201813942,0
201815990,1
201815222,0
201719491,0
201714636,0
201813454,1
201813457,0
201728980,1
201811925,0
201729760,0
201813730,0
201814248,0
201816296,0
201816297,0
201814252,0
201813246,0
