Identifier,Room
201731588,1
201729033,0
201714191,0
201729556,0
201729046,1
201730584,1
201729053,1
201729565,1
201729058,0
201714219,0
201730091,1
201729581,0
201729070,0
201729071,0
201730095,0
201730616,0
201730621,1
201729088,0
201731650,0
201719879,1
201729614,0
201731674,0
201730142,0
201730148,0
201714793,1
201632874,0
201730669,0
201729134,0
201731695,1
201729137,1
201729159,0
201729163,1
201730194,1
201730196,0
201730197,1
201730202,1
201632923,0
201730203,1
201730205,0
201717406,1
201729183,0
201730208,1
201217185,1
201728162,1
201729186,1
201730220,1
201729712,0
201632438,0
201730232,1
201715900,1
201731262,0
201729215,0
201729218,1
201729225,1
201729745,1
201631452,1
201713373,1
201631464,1
201729776,1
201630449,1
201731824,1
201730803,0
201728760,0
201730819,1
201730311,0
201729297,1
201731858,0
201729814,0
201632026,0
201633053,1
201632544,0
201729316,1
201731370,0
201729329,1
201729850,1
201730880,0
201730884,1
201730886,0
201633105,0
201728852,0
201728342,0
201720156,1
201728860,0
201731420,1
201712485,0
201715565,1
201729904,0
201731443,0
201630070,0
201729398,0
201728888,0
201729910,0
201730937,1
201716092,1
201730940,1
201715071,0
201729927,0
201730952,0
201728905,0
201715088,0
201730448,0
201728924,1
201730465,0
201731493,1
201731494,1
201729962,0
201730987,0
201729458,0
201729459,1
201729466,0
201630655,1
201614784,1
201728959,0
201728966,0
201729482,0
201632715,1
201714123,0
201729998,1
201731544,0
201715682,0
201728997,0
201729008,0
201729014,0
201731064,1
201730046,0
