Identifier,Room
201822218,0
201821195,0
201821205,1
201823258,0
201823261,0
201820211,1
201813046,0
201817142,1
201821238,1
201813052,1
201821252,1
201822279,0
201814089,0
201821260,0
201821265,0
201820256,0
201820260,0
201821305,0
201816196,0
201821316,1
201813173,0
201814200,1
201821372,0
201821384,0
201821397,0
201813254,0
201821446,1
201714957,1
201815330,0
201820456,0
201820462,0
201817393,0
201819446,0
201821499,0
201821502,0
201815373,1
201633102,1
201819472,0
201729366,1
201821529,0
201730395,1
201820511,0
201821535,0
201821542,1
201820529,0
201821554,1
201820551,0
201820554,0
201813397,1
201820581,0
201822636,0
201731502,1
201822644,0
201817527,0
201820599,0
201821638,1
201822665,0
201822671,1
201821655,1
201813466,0
201821662,0
201822696,0
201820651,1
201820652,1
201822699,1
201820655,0
201821681,0
201821683,0
201822710,1
201812491,1
201820688,1
201820691,0
201821723,0
201812510,0
201821730,0
201822757,1
201820712,0
201821738,0
201822763,1
201821741,1
201821745,0
201819698,0
201822771,0
201820727,0
201820728,0
201821755,1
201821763,0
201822787,1
201821768,0
201821774,0
201820752,0
201821789,1
201822819,1
201822828,0
201820786,1
201821813,0
201820791,0
201819769,0
201822841,0
201821821,0
201820801,1
201820804,0
201822882,0
201822885,0
201820851,1
201813697,1
201729732,0
201815756,1
201820885,0
201820886,0
201820887,1
201821910,1
201821913,1
201730789,1
201822953,1
201822957,0
201822969,1
201821960,1
201821963,1
201820941,1
201820942,1
201820948,0
201821974,0
201821984,1
201821991,0
201821994,1
201823027,1
201820989,0
201822016,1
201822021,1
201821002,1
201821025,0
201820005,0
201821030,1
201822065,0
201812852,1
201821044,0
201821059,0
201820039,1
201719688,1
201822088,0
201729930,1
201821068,1
201823120,0
201821076,0
201822101,0
201822107,1
201821085,0
201812894,1
201821089,1
201821091,0
201821098,1
201821102,0
201814960,1
201729973,1
201730998,1
201728962,0
201820099,0
201822149,0
201820114,0
201821140,1
201821163,0
201823215,0
201822204,0
201822206,0
