Identifier,Room
201621760,1
201630724,0
201632775,1
201631497,0
201619727,1
201630738,0
201629720,1
201630489,0
201631527,0
201632324,1
201631565,0
201631059,1
201631832,1
201514842,1
201631579,1
201632091,0
201633392,0
201629812,0
201631865,1
201630586,1
201533820,1
201534343,1
201517707,1
201631118,1
201626256,1
201631636,0
201615768,0
201631389,0
201631908,1
201631402,1
201531570,0
201630405,1
201317574,1
201629901,0
201630672,1
201533410,1
201630436,1
201631716,0
201629926,1
201632230,0
201632759,0
