Identifier,Room
201715713,1
201813000,0
201816595,0
201816619,0
201730611,1
201813555,1
201814072,1
201812541,1
201812037,0
201816656,0
201814621,0
201730662,1
201816678,1
201814634,1
201731704,1
201732733,0
201813637,0
201815686,1
201816204,1
201814164,1
201813141,1
201816222,1
201729194,0
201811648,1
201814720,1
201714374,0
201816784,1
201815256,1
201814235,1
201816283,0
201814765,1
201815282,1
201815296,1
201814279,1
201815839,1
201813285,1
201816357,1
201816363,1
201814828,1
201816370,1
201813309,1
201814344,0
201812298,0
201812825,1
201814361,1
201814875,1
201816421,0
201815402,1
201814521,1
201816452,1
201816456,1
201817491,0
201812885,1
201816469,1
201814943,1
201812901,1
201811879,1
201812395,0
201812404,0
201816500,0
201817524,1
201815996,0
201813445,0
201817547,0
201812452,1
201811944,1
201815529,1
201812458,1
201814519,1
201816569,0
