Identifier,Room
201631750,0
201631240,1
201631756,0
201630734,1
201631764,0
201617941,1
201631256,0
201629722,0
201632797,0
201530910,1
201631262,0
201632290,0
201632812,0
201631278,1
201532975,1
201631796,1
201632313,1
201632338,0
201630809,0
201632859,1
201631843,1
201631856,0
201632880,1
201632370,1
201417848,0
201023611,0
201632386,0
201630860,0
201632399,0
201531026,0
201631383,1
201630886,1
201631408,1
201632945,0
201632441,0
201612474,1
201631930,1
201632444,0
201632962,0
201631442,0
201629907,0
201630934,1
201629917,0
201630429,1
201631456,1
201632480,1
201612526,0
201631991,0
201533695,0
201631495,0
201632009,0
201630993,1
201633050,0
201632034,1
201533747,0
201631541,0
201632578,1
201632584,1
201632588,1
201531725,1
201630547,1
201630040,1
201632604,1
201631581,1
201631076,1
201630053,0
201630059,1
201631599,1
201632111,0
201632113,1
201631607,0
201631611,0
201630077,0
201516419,0
201633160,1
201630605,0
201631121,1
201632157,0
201532330,0
201629610,1
201616304,0
201632181,1
201533878,0
201631160,0
201631173,1
201632204,1
201631188,0
201631199,1
201630688,1
201620962,1
201630695,1
201631725,1
201619956,1
201614842,0
201631739,0
