Identifier,Room
201730304,0
201728260,0
201729285,0
201730053,0
201730565,0
201728265,1
201712395,0
201729547,0
201730830,0
201729554,0
201715732,1
201714710,0
201716506,0
201729562,0
201730074,0
201426463,0
201712677,0
201716009,0
201713194,0
201730348,1
201713198,0
201716783,0
201729839,0
201730869,1
201729597,0
201729350,0
201729865,1
201730381,1
201729870,1
201729103,0
201729106,1
201728082,0
201632596,0
201729365,1
201714772,0
201715813,1
201728102,0
201618536,1
201714025,0
201728875,0
201729388,1
201728117,0
201631094,0
201730679,1
201729408,0
201730179,0
201712010,0
201728394,1
201730187,1
201730955,0
201630861,1
201729427,1
201729431,1
201730456,0
201727642,0
201630619,0
201731740,1
201729184,1
201729443,1
201713578,1
201713080,0
201719740,0
201731261,0
201731008,0
201729477,1
201728201,0
201713867,0
201729741,1
201633744,0
201731028,1
201731797,0
201730520,0
201729241,1
201729497,0
201728733,0
201730269,0
201731047,1
201730290,1
201631222,0
