Identifier,Room
201612549,0
201616649,0
201618442,1
201614603,1
201531926,0
201612311,1
201616173,0
201612335,1
201515056,1
201617721,0
201616442,0
201616699,1
201531195,1
201611324,0
201535548,0
201517376,0
201612097,0
201612865,1
201612611,1
201613645,1
201612878,0
201611346,0
201533523,1
201623895,0
201615201,0
201620839,0
201618537,1
201619307,0
201613688,0
201618301,0
201618561,1
201532292,0
201615752,1
201618063,0
201618068,1
201613726,0
201613983,1
201612964,1
201613735,0
201512615,1
201532327,1
201613994,0
201533867,1
201612459,1
201613227,1
201617323,0
201618097,1
201531826,1
201614515,1
201617587,1
201612986,0
201618364,1
201531582,0
201615298,0
201614277,0
201613511,1
201616075,0
201612748,0
201531085,0
201612237,1
201613774,0
201611218,1
201611986,0
201616343,0
201615066,1
201615834,0
201616092,0
201615067,1
201530846,1
201613278,1
201614814,0
201613793,0
201612514,1
201620189,0
201622236,1
201618154,0
201623278,0
201623537,0
201612021,0
201612542,0
