Identifier,Room
201820673,0
201820676,0
201821189,1
201821704,0
201823243,1
201822224,1
201821204,0
201820187,1
201823266,1
201820707,0
201813030,1
201819697,0
201823281,0
201815611,1
201730622,0
201821247,1
201820241,1
201822804,1
201812055,1
201820771,0
201821288,0
201821293,0
201821806,1
201821809,0
201821298,0
201822839,1
201820792,1
201820793,0
201822340,1
201820812,1
201821840,0
201820826,0
201819805,0
201819817,1
201820849,1
201821878,0
201812666,0
201730235,1
201821377,0
201729731,0
201821895,0
201819848,0
201821385,0
201821914,1
201822939,0
201821916,0
201820927,0
201820930,0
201819907,1
201819914,1
201715474,0
201819922,1
201816342,0
201820439,0
201821977,0
201823004,1
201820446,0
201819950,1
201821998,1
201820464,1
201123129,0
201815355,1
201820478,0
201821503,0
201821511,0
201821514,0
201819983,0
201632593,0
201820501,0
201822037,0
201821528,0
201819996,0
201822046,1
201820513,1
201821538,0
201822573,0
201821064,1
201822093,0
201822611,1
201814932,0
201823123,0
201820056,1
201821605,0
201821606,0
201822122,0
201820595,0
201820596,1
201814457,1
201821631,1
201729983,0
201815494,0
201821132,0
201823182,0
201822675,0
201821146,0
201822171,0
201812454,0
201815531,1
201730540,0
201822701,0
201821166,0
201815540,0
201821689,0
201821691,0
201821692,0
201822718,0
