Identifier,Room
201712897,1
201715969,0
201712403,1
201720600,0
201720112,0
201718321,1
201631539,1
201712440,1
201719609,1
201630012,1
201718849,1
201719874,0
201713733,0
201612104,1
201712970,0
201717580,1
201718093,1
201717856,1
201715197,0
201710947,1
201715043,1
201715825,1
201632883,1
201713013,0
201713014,1
201715062,0
201715318,1
201717887,0
201715073,1
201710981,0
201716358,0
201718928,1
201719700,1
201712541,0
201631390,1
201631396,1
201715370,1
201711276,1
201712305,1
201712053,1
201718972,1
201713852,1
201716670,1
201714626,0
201719748,0
201718482,0
201719765,1
201712087,1
201714393,1
201711852,0
201718512,0
201712885,0
201714940,0
201719037,1
