Identifier,Room
201812996,0
201817103,0
201815833,0
201815843,0
201813028,1
201730599,1
201813037,0
201815085,1
201814584,1
201816153,1
201815648,1
201814371,0
201813605,0
201713002,1
201812089,0
201815420,1
201812605,0
201815678,0
201815171,0
201815177,0
201815438,1
201815186,0
201813651,1
201813154,1
201728931,1
201813418,0
201817260,0
201813946,0
201814207,1
201817284,0
201731531,1
201813963,1
201816016,0
201814227,1
201814232,1
201812700,0
201816803,1
201816805,0
201816551,1
201730030,0
201814513,0
201731572,1
201814776,1
201814012,1
201815549,1
201729534,1
