Identifier,Room
201714434,1
201713412,0
201729544,0
201712906,0
201729293,0
201731604,1
201730583,0
201730328,0
201730078,0
201729570,0
201714985,1
201712170,1
201729582,0
201712692,1
201712182,0
201729860,1
201728075,1
201715283,0
201728857,1
201729124,1
201712997,1
201613414,0
201729639,0
201730156,1
201713517,1
201730157,1
201730673,0
201713522,1
201729138,1
201633396,1
201729906,1
201730420,1
201718644,0
201632632,0
201712505,0
201730170,1
201713282,1
201712775,0
201728137,0
201719691,1
201729423,0
201728920,0
201729180,0
201729698,1
201730980,0
201730469,1
201729703,1
201729705,1
201729196,1
201714095,0
201712560,1
201712049,1
201729468,0
201729217,0
201717441,0
201730756,1
201715653,1
201728198,1
201729991,1
201715657,0
201730256,1
201730001,1
201711316,0
201730276,0
201730278,1
201715181,1
201712623,1
201730031,0
201730041,0
201718012,1
201729791,1
