Identifier,Room
201814020,0
201821197,0
201822221,0
201823245,0
201822740,0
201820695,0
201821719,0
201821733,0
201819686,1
201821737,0
201820723,0
201819701,0
201813048,0
201822265,0
201821754,0
201820731,0
201822271,1
201820745,0
201821772,0
201820238,0
201820239,1
201821786,0
201815146,0
201822846,0
201821826,0
201822855,1
201821836,0
201821330,1
201821333,0
201821334,0
201814679,0
201822884,1
201819820,0
201820854,0
201822902,0
201821378,0
201821379,0
201820869,0
201820870,1
201820881,0
201821396,1
201812695,0
201821917,1
201820907,0
201821424,1
201614072,1
201731839,1
201820417,0
201815299,1
201820932,0
201819909,0
201820933,0
201821962,0
201818891,0
201821964,0
201822991,0
201820442,1
201816859,0
201821978,1
201814304,0
201821479,0
201730356,0
201820470,1
201819452,0
201821003,0
201730895,1
201821520,0
201821012,0
201821524,1
201813349,0
201820518,1
201812837,1
201711467,0
201821549,1
201821568,0
201820550,0
201820040,0
201822094,1
201821587,1
201820577,0
201821099,1
201822130,0
201822132,1
201822645,0
201820602,0
201729471,0
201813441,1
201817543,0
201821128,0
201821645,1
201816528,0
201822163,0
201821145,0
201820636,0
201821153,0
201820144,1
201822195,1
201823227,1
