Identifier,Room
201713664,0
201713157,0
201633291,1
201714190,1
201713171,1
201720350,1
201712671,1
201712166,0
201711657,0
201712939,1
201718316,1
201712686,0
201714225,1
201712946,1
201719604,0
201714488,0
201631291,1
201711939,1
201122889,1
201714000,1
201711962,0
201711451,1
201711965,0
201717087,1
201713250,0
201712739,1
201712484,0
201712487,0
201714539,1
201710444,1
201717105,1
201717876,0
201714039,1
201631353,0
201226877,0
201620861,0
201715331,0
201716613,1
201631880,1
201716878,0
201712272,0
201710999,1
201715363,0
201714345,1
201718448,1
201717426,0
201713087,1
201715651,1
201712582,0
201712586,1
201715148,0
201713104,1
201633747,1
201629910,1
201713368,1
201633758,1
201632736,1
201713888,1
201712866,0
201712868,0
201631978,1
201714666,0
201716975,0
201718271,0
