Identifier,Room
201512448,0
201531393,0
201614851,0
201619715,0
201613069,0
201617679,0
201612048,1
201612312,0
201615646,1
201618207,0
201623071,0
201612836,0
201616678,1
201613095,1
201614377,0
201613101,0
201611824,1
201531953,1
201614645,0
201615414,1
201623351,0
201613880,0
201535547,0
201619772,0
201613628,0
201616378,0
201613140,1
201620054,1
201514078,0
201620319,1
201533793,0
201613671,0
201619822,0
201531000,1
201532285,0
201612929,0
201619333,1
201617287,0
201614985,0
201612682,0
201511563,1
201623946,0
201517453,0
201532305,0
201616530,1
201615507,1
201616279,0
201612440,0
201619866,0
201614491,0
201615009,1
201613479,0
201616815,0
201615536,1
201613233,0
201616053,1
201619383,0
201616314,1
201616826,0
201623482,1
201622716,1
201616574,1
201620927,0
201613513,1
201532874,1
201612241,0
201512658,0
201620183,0
201618913,1
201613794,1
201612515,0
201616610,0
201614053,0
201614824,0
201614057,0
201530090,0
201614571,0
201618162,0
201612535,1
201618169,1
201617402,0
