Identifier,Room
201614853,1
201631494,1
201631751,1
201532684,1
201630733,1
201611027,0
201630995,0
201633044,0
201616662,1
201623062,1
201632024,0
201630751,1
201618214,1
201631270,1
201629736,0
201631532,1
201631789,1
201630767,0
201631285,0
201611841,0
201630785,0
201532487,0
201631815,1
201631051,1
201632845,1
201631320,1
201631833,0
201630814,0
201629792,0
201633380,0
201632875,1
201631342,1
201531759,1
201619056,0
201632368,1
201632119,1
201630089,1
201631884,1
201631886,1
201629590,0
201532825,0
201630623,1
201630624,0
201613733,0
201631144,1
201531561,1
201411753,1
201517499,1
201632445,1
201631166,0
201631423,0
201631168,1
201629891,0
201633478,0
201631947,1
201631438,1
201631950,0
201631184,1
201614805,1
201633239,1
201617886,1
201631969,0
201611746,1
201631206,1
201632238,0
201611508,0
201631225,1
