Identifier,Room
201717639,1
201713802,1
201717644,1
201718670,1
201716367,0
201712661,1
201712165,1
201514662,0
201717418,1
201714988,1
201717939,1
201713460,1
201714498,1
201715398,1
201318741,1
201714645,1
201716317,0
201715167,1
201720685,1
201716462,1
201712625,0
201710962,1
201718005,1
201711991,1
201719932,0
201716222,1
