Identifier,Room
201629696,1
201813504,1
201817089,1
201815561,1
201813009,0
201814038,0
201718811,1
201811998,0
201812516,0
201813045,0
201816118,0
201815105,0
201813058,0
201814599,1
201813070,1
201813592,1
201812568,0
201813084,1
201812578,0
201632873,0
201817195,0
201815663,0
201815155,1
201815160,0
201812600,0
201816712,0
201814152,0
201732746,0
201813136,0
201816209,0
201717910,0
201730714,1
201813157,1
201816744,1
201812656,1
201816242,0
201814709,0
201730230,0
201813177,1
201813698,1
201814214,0
201814220,1
201817296,0
201814750,0
201814239,1
201814755,1
201813739,1
201730288,0
201815793,0
201814256,0
201728253,0
201814276,1
201815304,0
201630985,1
201730829,0
201814815,1
201814818,1
201812773,0
201813799,1
201813809,0
201730358,0
201812793,0
201813316,0
201813843,1
201812328,1
201817451,1
201730416,0
201631606,1
201813367,1
201816952,0
201812347,1
201813372,1
201815934,0
201813375,0
201712009,0
201816472,0
201812897,1
201813412,0
201812905,0
201815470,1
201812401,1
201813962,0
201814475,1
201814476,1
201815507,0
201731555,0
201813987,1
201817573,0
201816558,0
201816562,1
