Identifier,Room
201717004,0
201715471,1
201712405,0
201621018,0
201719581,1
201713440,1
201715496,1
201718327,1
201712444,1
201632832,0
201715272,1
201713994,1
201629797,0
201715822,1
201713777,1
201714033,1
201716595,1
201714291,1
201630078,0
201630085,1
201633930,0
201718923,1
201630863,0
201718939,1
201715358,0
201716130,0
201713576,1
201712045,1
201718453,1
201713335,1
201720248,1
201632189,1
201712830,1
201715138,1
201713093,1
201611719,0
201712337,0
201714131,1
201715415,1
201712604,1
201718502,1
201715184,0
201716210,1
