p_BB_G,p_BW_G,p_WB_G,p_WW_G
0.01,1.0,0.12,0.73
0.01,1.0,0.15,0.72
0.02,1.0,0.12,0.73
0.02,1.0,0.15,0.72
0.03,1.0,0.12,0.73
0.03,1.0,0.15,0.72
0.04,1.0,0.12,0.73
0.04,1.0,0.15,0.72
0.05,1.0,0.12,0.73
0.05,1.0,0.15,0.72
0.06,1.0,0.12,0.73
0.06,1.0,0.15,0.72
0.07,1.0,0.12,0.73
0.07,1.0,0.15,0.72
0.08,1.0,0.12,0.73
0.08,1.0,0.15,0.72
0.09,1.0,0.12,0.73
0.09,1.0,0.15,0.72
0.1,1.0,0.12,0.73
0.1,1.0,0.15,0.72
0.11,1.0,0.12,0.73
0.11,1.0,0.15,0.72
0.12,1.0,0.12,0.73
0.12,1.0,0.15,0.72
0.13,1.0,0.12,0.73
0.13,1.0,0.15,0.72
0.14,1.0,0.12,0.73
0.14,1.0,0.15,0.72
0.15,1.0,0.12,0.73
0.15,1.0,0.15,0.72
0.16,1.0,0.12,0.73
0.16,1.0,0.15,0.72
0.17,1.0,0.12,0.73
0.17,1.0,0.15,0.72
0.18,1.0,0.12,0.73
0.18,1.0,0.15,0.72
0.19,1.0,0.12,0.73
0.19,1.0,0.15,0.72
0.2,1.0,0.12,0.73
0.2,1.0,0.15,0.72
0.21,1.0,0.12,0.73
0.21,1.0,0.15,0.72
0.22,1.0,0.12,0.73
0.22,1.0,0.15,0.72
0.23,1.0,0.12,0.73
0.23,1.0,0.15,0.72
0.24,1.0,0.12,0.73
0.24,1.0,0.15,0.72
0.25,1.0,0.12,0.73
0.25,1.0,0.15,0.72
0.26,1.0,0.12,0.73
0.26,1.0,0.15,0.72
0.27,1.0,0.12,0.73
0.27,1.0,0.15,0.72
0.28,1.0,0.12,0.73
0.28,1.0,0.15,0.72
0.29,1.0,0.12,0.73
0.29,1.0,0.15,0.72
0.3,1.0,0.12,0.73
0.3,1.0,0.15,0.72
0.31,1.0,0.05,0.75
0.31,1.0,0.12,0.73
0.31,1.0,0.15,0.72
0.32,1.0,0.05,0.75
0.32,1.0,0.12,0.73
0.32,1.0,0.15,0.72
0.33,1.0,0.05,0.75
0.33,1.0,0.12,0.73
0.33,1.0,0.15,0.72
0.34,1.0,0.05,0.75
0.34,1.0,0.12,0.73
0.34,1.0,0.15,0.72
0.35000000000000003,1.0,0.05,0.75
0.35000000000000003,1.0,0.12,0.73
0.35000000000000003,1.0,0.15,0.72
0.36,1.0,0.05,0.75
0.36,1.0,0.12,0.73
0.36,1.0,0.15,0.72
0.37,1.0,0.05,0.75
0.37,1.0,0.12,0.73
0.37,1.0,0.15,0.72
0.38,1.0,0.05,0.75
0.38,1.0,0.12,0.73
0.38,1.0,0.15,0.72
0.39,1.0,0.05,0.75
0.39,1.0,0.12,0.73
0.39,1.0,0.15,0.72
0.4,1.0,0.05,0.75
0.4,1.0,0.12,0.73
0.4,1.0,0.15,0.72
0.41000000000000003,1.0,0.05,0.75
0.41000000000000003,1.0,0.12,0.73
0.41000000000000003,1.0,0.15,0.72
0.42,1.0,0.05,0.75
0.42,1.0,0.12,0.73
0.42,1.0,0.15,0.72
0.43,1.0,0.05,0.75
0.43,1.0,0.12,0.73
0.43,1.0,0.15,0.72
0.44,1.0,0.05,0.75
0.44,1.0,0.12,0.73
0.44,1.0,0.15,0.72
0.45,1.0,0.05,0.75
0.45,1.0,0.12,0.73
0.45,1.0,0.15,0.72
0.46,1.0,0.05,0.75
0.46,1.0,0.12,0.73
0.46,1.0,0.15,0.72
0.47000000000000003,1.0,0.05,0.75
0.47000000000000003,1.0,0.12,0.73
0.47000000000000003,1.0,0.15,0.72
0.48,1.0,0.05,0.75
0.48,1.0,0.12,0.73
0.48,1.0,0.15,0.72
0.49,1.0,0.05,0.75
0.49,1.0,0.12,0.73
0.49,1.0,0.15,0.72
0.5,1.0,0.05,0.75
0.5,1.0,0.12,0.73
0.5,1.0,0.15,0.72
0.51,1.0,0.05,0.75
0.51,1.0,0.12,0.73
0.51,1.0,0.15,0.72
0.52,1.0,0.05,0.75
0.52,1.0,0.12,0.73
0.52,1.0,0.15,0.72
0.53,1.0,0.05,0.75
0.53,1.0,0.12,0.73
0.53,1.0,0.15,0.72
0.54,1.0,0.05,0.75
0.54,1.0,0.12,0.73
0.54,1.0,0.15,0.72
0.55,1.0,0.05,0.75
0.55,1.0,0.12,0.73
0.55,1.0,0.15,0.72
0.56,1.0,0.05,0.75
0.56,1.0,0.12,0.73
0.56,1.0,0.15,0.72
0.5700000000000001,1.0,0.05,0.75
0.5700000000000001,1.0,0.12,0.73
0.5700000000000001,1.0,0.15,0.72
0.58,1.0,0.05,0.75
0.58,1.0,0.12,0.73
0.58,1.0,0.15,0.72
0.59,1.0,0.05,0.75
0.59,1.0,0.12,0.73
0.59,1.0,0.15,0.72
0.6,1.0,0.05,0.75
0.6,1.0,0.12,0.73
0.6,1.0,0.15,0.72
0.61,1.0,0.05,0.75
0.61,1.0,0.12,0.73
0.61,1.0,0.15,0.72
0.62,1.0,0.05,0.75
0.62,1.0,0.12,0.73
0.62,1.0,0.15,0.72
0.63,1.0,0.05,0.75
0.63,1.0,0.12,0.73
0.63,1.0,0.15,0.72
0.64,1.0,0.05,0.75
0.64,1.0,0.12,0.73
0.64,1.0,0.15,0.72
0.65,1.0,0.05,0.75
0.65,1.0,0.12,0.73
0.65,1.0,0.15,0.72
0.66,1.0,0.05,0.75
0.66,1.0,0.12,0.73
0.66,1.0,0.15,0.72
