p_BB_G,p_BW_G,p_WB_G,p_WW_G
0.01,1.0,0.09,0.89
0.01,1.0,0.17,0.88
0.01,1.0,0.23,0.87
0.02,1.0,0.09,0.89
0.02,1.0,0.17,0.88
0.02,1.0,0.23,0.87
0.03,1.0,0.09,0.89
0.03,1.0,0.17,0.88
0.03,1.0,0.23,0.87
0.04,1.0,0.09,0.89
0.04,1.0,0.17,0.88
0.04,1.0,0.23,0.87
0.05,1.0,0.09,0.89
0.05,1.0,0.17,0.88
0.05,1.0,0.23,0.87
0.06,1.0,0.09,0.89
0.06,1.0,0.17,0.88
0.06,1.0,0.23,0.87
0.07,1.0,0.09,0.89
0.07,1.0,0.17,0.88
0.07,1.0,0.23,0.87
0.08,1.0,0.09,0.89
0.08,1.0,0.17,0.88
0.08,1.0,0.23,0.87
0.09,1.0,0.09,0.89
0.09,1.0,0.17,0.88
0.09,1.0,0.23,0.87
0.1,1.0,0.09,0.89
0.1,1.0,0.17,0.88
0.1,1.0,0.23,0.87
0.11,1.0,0.09,0.89
0.11,1.0,0.17,0.88
0.11,1.0,0.23,0.87
0.12,1.0,0.09,0.89
0.12,1.0,0.17,0.88
0.12,1.0,0.23,0.87
0.13,1.0,0.09,0.89
0.13,1.0,0.17,0.88
0.13,1.0,0.23,0.87
0.14,1.0,0.09,0.89
0.14,1.0,0.17,0.88
0.14,1.0,0.23,0.87
0.15,1.0,0.09,0.89
0.15,1.0,0.17,0.88
0.15,1.0,0.23,0.87
0.16,1.0,0.09,0.89
0.16,1.0,0.17,0.88
0.16,1.0,0.23,0.87
0.17,1.0,0.09,0.89
0.17,1.0,0.17,0.88
0.17,1.0,0.23,0.87
0.18,1.0,0.09,0.89
0.18,1.0,0.17,0.88
0.18,1.0,0.23,0.87
0.19,1.0,0.09,0.89
0.19,1.0,0.17,0.88
0.19,1.0,0.23,0.87
0.2,1.0,0.09,0.89
0.2,1.0,0.17,0.88
0.2,1.0,0.23,0.87
0.21,1.0,0.09,0.89
0.21,1.0,0.17,0.88
0.21,1.0,0.23,0.87
0.22,1.0,0.09,0.89
0.22,1.0,0.17,0.88
0.22,1.0,0.23,0.87
0.23,1.0,0.09,0.89
0.23,1.0,0.17,0.88
0.23,1.0,0.23,0.87
0.24,1.0,0.09,0.89
0.24,1.0,0.17,0.88
0.24,1.0,0.23,0.87
0.25,1.0,0.09,0.89
0.25,1.0,0.17,0.88
0.25,1.0,0.23,0.87
0.26,1.0,0.09,0.89
0.26,1.0,0.17,0.88
0.26,1.0,0.23,0.87
0.27,1.0,0.09,0.89
0.27,1.0,0.17,0.88
0.27,1.0,0.23,0.87
0.28,1.0,0.09,0.89
0.28,1.0,0.17,0.88
0.28,1.0,0.23,0.87
0.29,1.0,0.09,0.89
0.29,1.0,0.17,0.88
0.29,1.0,0.23,0.87
0.3,1.0,0.09,0.89
0.3,1.0,0.17,0.88
0.3,1.0,0.23,0.87
0.31,1.0,0.09,0.89
0.31,1.0,0.17,0.88
0.31,1.0,0.23,0.87
0.32,1.0,0.09,0.89
0.32,1.0,0.17,0.88
0.32,1.0,0.23,0.87
0.33,1.0,0.09,0.89
0.33,1.0,0.17,0.88
0.33,1.0,0.23,0.87
0.34,1.0,0.09,0.89
0.34,1.0,0.17,0.88
0.34,1.0,0.23,0.87
0.35000000000000003,1.0,0.09,0.89
0.35000000000000003,1.0,0.17,0.88
0.35000000000000003,1.0,0.23,0.87
0.36,1.0,0.09,0.89
0.36,1.0,0.17,0.88
0.36,1.0,0.23,0.87
0.37,1.0,0.09,0.89
0.37,1.0,0.17,0.88
0.37,1.0,0.23,0.87
0.38,1.0,0.09,0.89
0.38,1.0,0.17,0.88
0.38,1.0,0.23,0.87
0.39,1.0,0.09,0.89
0.39,1.0,0.17,0.88
0.39,1.0,0.23,0.87
0.4,1.0,0.09,0.89
0.4,1.0,0.17,0.88
0.4,1.0,0.23,0.87
0.41000000000000003,1.0,0.09,0.89
0.41000000000000003,1.0,0.17,0.88
0.41000000000000003,1.0,0.23,0.87
0.42,1.0,0.09,0.89
0.42,1.0,0.17,0.88
0.42,1.0,0.23,0.87
0.43,1.0,0.09,0.89
0.43,1.0,0.17,0.88
0.43,1.0,0.23,0.87
0.44,1.0,0.09,0.89
0.44,1.0,0.17,0.88
0.44,1.0,0.23,0.87
0.45,1.0,0.09,0.89
0.45,1.0,0.17,0.88
0.45,1.0,0.23,0.87
0.46,1.0,0.09,0.89
0.46,1.0,0.17,0.88
0.46,1.0,0.23,0.87
0.47000000000000003,1.0,0.09,0.89
0.47000000000000003,1.0,0.17,0.88
0.47000000000000003,1.0,0.23,0.87
0.48,1.0,0.09,0.89
0.48,1.0,0.17,0.88
0.48,1.0,0.23,0.87
0.49,1.0,0.09,0.89
0.49,1.0,0.17,0.88
0.49,1.0,0.23,0.87
0.5,1.0,0.09,0.89
0.5,1.0,0.17,0.88
0.5,1.0,0.23,0.87
