"mu_(('A', 1), 0)","mu_(('A', 1), ('A', 1))","mu_(('A', 1), ('A', 2))","mu_(('A', 1), ('B', 1))","mu_(('A', 1), ('B', 2))","mu_(('A', 2), 0)","mu_(('A', 2), ('A', 1))","mu_(('A', 2), ('A', 2))","mu_(('A', 2), ('B', 1))","mu_(('A', 2), ('B', 2))","mu_(('B', 1), 0)","mu_(('B', 1), ('A', 1))","mu_(('B', 1), ('A', 2))","mu_(('B', 1), ('B', 1))","mu_(('B', 1), ('B', 2))","mu_(('B', 2), 0)","mu_(('B', 2), ('A', 1))","mu_(('B', 2), ('A', 2))","mu_(('B', 2), ('B', 1))","mu_(('B', 2), ('B', 2))",N_A_1,N_A_2,N_B_1,N_B_2,N_A_1_raw,N_A_2_raw,N_B_1_raw,N_B_2_raw,total_individuals,term,major
0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.5185185185185185,0.0,0.3703703703703703,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2,0.1,0.5,0.0,0.2,0.15254237288135594,0.4576271186440678,0.05084745762711865,0.3389830508474576,9,27,3,20,59,201610,Medicina
0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.47368421052631576,0.15789473684210525,0.3684210526315789,0,9,3,7,19,201610,Microbiología
0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.0,0.3103448275862069,0.3103448275862069,0.20689655172413793,0.1724137931034483,9,9,6,5,29,201610,Música
0.3181818181818181,0.4545454545454545,0.04545454545454545,0.1818181818181818,0.0,0.21428571428571427,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857,0.4074074074074074,0.25925925925925924,0.2037037037037037,0.12962962962962962,22,14,11,7,54,201610,Psicología
0.07692307692307693,0.6153846153846154,0.15384615384615385,0.0,0.15384615384615385,0.0,0.5,0.0,0.5,0.0,0.125,0.0,0.25,0.5,0.125,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.41935483870967744,0.12903225806451613,0.25806451612903225,0.1935483870967742,13,4,8,6,31,201610,Química
0.08333333333333334,0.5,0.4166666666666667,0.0,0.0,0.06666666666666667,0.22222222222222224,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.6521739130434783,0.0,0.0,24,45,0,0,69,201620,Administración
0.14285714285714288,0.8571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.0,7,2,0,0,9,201620,Antropología
0.1923076923076923,0.5384615384615384,0.2692307692307692,0.0,0.0,0.052631578947368425,0.18421052631578946,0.6842105263157895,0.026315789473684213,0.052631578947368425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3880597014925373,0.5671641791044776,0.014925373134328358,0.029850746268656716,26,38,1,2,67,201620,Arquitectura
0.375,0.5,0.125,0.0,0.0,0.17647058823529413,0.058823529411764705,0.7058823529411765,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.2857142857142857,0.6071428571428571,0.0,0.10714285714285714,8,17,0,3,28,201620,Artes
0.625,0.25,0.125,0.0,0.0,0.11111111111111112,0.05555555555555556,0.7777777777777779,0.05555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.6428571428571429,0.03571428571428571,0.03571428571428571,8,18,1,1,28,201620,Biología
0.14583333333333334,0.8333333333333334,0.0,0.020833333333333332,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.0,48,6,3,0,57,201620,Cpol
0.16071428571428573,0.7142857142857143,0.125,0.0,0.0,0.14814814814814817,0.25925925925925924,0.5925925925925927,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6588235294117647,0.3176470588235294,0.011764705882352941,0.011764705882352941,56,27,1,1,85,201620,Derecho
0.24324324324324326,0.5405405405405406,0.21621621621621623,0.0,0.0,0.2,0.22857142857142856,0.5714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5138888888888888,0.4861111111111111,0.0,0.0,37,35,0,0,72,201620,Diseño
0.08333333333333333,0.7083333333333334,0.20833333333333331,0.0,0.0,0.1111111111111111,0.2222222222222222,0.6222222222222222,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5052631578947369,0.47368421052631576,0.0,0.021052631578947368,48,45,0,2,95,201620,Economía
0.0,0.4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,5,3,0,0,8,201620,Filosofía
0.16666666666666669,0.6666666666666667,0.16666666666666669,0.0,0.0,0.0,0.16666666666666669,0.6666666666666667,0.0,0.16666666666666669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.07142857142857142,0.07142857142857142,6,6,1,1,14,201620,Física
0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,3,4,0,0,7,201620,Geociencias
0.2,0.48,0.24,0.08,0.0,0.09090909090909091,0.2727272727272727,0.6363636363636365,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.44,0.06,0.0,25,22,3,0,50,201620,GobPolítica
0.0,0.8,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.07692307692307693,0.15384615384615385,0.0,10,1,2,0,13,201620,HistArte
0.12,0.8,0.04,0.04,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.07142857142857142,0.03571428571428571,0.0,25,2,1,0,28,201620,IngAmbiental
0.17391304347826086,0.782608695652174,0.0,0.043478260869565216,0.0,0.13043478260869562,0.0,0.7826086956521738,0.0,0.08695652173913042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.45098039215686275,0.45098039215686275,0.0196078431372549,0.0784313725490196,23,23,1,4,51,201620,IngBiomédica
0.07894736842105264,0.8947368421052633,0.026315789473684216,0.0,0.0,0.23076923076923078,0.038461538461538464,0.6923076923076923,0.0,0.038461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5757575757575758,0.3939393939393939,0.015151515151515152,0.015151515151515152,38,26,1,1,66,201620,IngCivil
0.0625,0.625,0.3125,0.0,0.0,0.2222222222222222,0.5555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.34615384615384615,0.0,0.038461538461538464,16,9,0,1,26,201620,IngElectrónica
1.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.0,0.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,0.1111111111111111,1,7,0,1,9,201620,IngEléctrica
0.09999999999999999,0.6857142857142857,0.21428571428571427,0.0,0.0,0.07692307692307693,0.28846153846153844,0.6153846153846154,0.019230769230769232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569106,0.42276422764227645,0.008130081300813009,0.0,70,52,1,0,123,201620,IngIndustrial
0.12121212121212122,0.6060606060606061,0.24242424242424243,0.030303030303030304,0.0,0.08823529411764706,0.23529411764705885,0.6470588235294118,0.0,0.029411764705882356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4782608695652174,0.4927536231884058,0.014492753623188406,0.014492753623188406,33,34,1,1,69,201620,IngMecánica
0.06666666666666667,0.7555555555555556,0.17777777777777778,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.0,45,20,0,0,65,201620,IngQuímica
0.2413793103448276,0.4827586206896552,0.2413793103448276,0.034482758620689655,0.0,0.125,0.2916666666666667,0.5,0.0,0.08333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.41379310344827586,0.017241379310344827,0.06896551724137931,29,24,1,4,58,201620,IngSistemas
0.16666666666666669,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.13333333333333333,0.06666666666666667,0.0,12,2,1,0,15,201620,Literatura
0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,3,3,0,0,6,201620,Matemáticas
0.1,0.7200000000000001,0.18000000000000002,0.0,0.0,0.0,0.75,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.7352941176470589,0.17647058823529413,0.058823529411764705,0.029411764705882353,50,12,4,2,68,201620,Medicina
0.18181818181818182,0.7272727272727273,0.0,0.09090909090909091,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.1875,0.125,0.0,11,3,2,0,16,201620,Microbiología
0.39999999999999997,0.39999999999999997,0.19999999999999998,0.0,0.0,0.16666666666666663,0.33333333333333326,0.33333333333333326,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,10,6,0,2,18,201620,Música
0.17647058823529413,0.4705882352941177,0.35294117647058826,0.0,0.0,0.08695652173913043,0.26086956521739124,0.6086956521739131,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4146341463414634,0.5609756097560976,0.0,0.024390243902439025,17,23,0,1,41,201620,Psicología
0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,2,3,0,0,5,201620,Química
0.11538461538461538,0.6153846153846153,0.15384615384615383,0.11538461538461538,0.0,0.2,0.13333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406779661016949,0.5084745762711864,0.05084745762711865,0.0,26,30,3,0,59,201710,Administración
0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.16666666666666663,0.33333333333333326,0.16666666666666663,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,3,9,6,0,18,201710,Antropología
0.10344827586206896,0.41379310344827586,0.27586206896551724,0.10344827586206896,0.10344827586206896,0.1851851851851852,0.29629629629629634,0.4444444444444444,0.0,0.07407407407407408,0.125,0.375,0.0,0.5,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.0,0.4084507042253521,0.38028169014084506,0.11267605633802817,0.09859154929577464,29,27,8,7,71,201710,Arquitectura
0.25,0.0,0.5,0.0,0.25,0.06249999999999999,0.12499999999999999,0.6249999999999999,0.0,0.18749999999999997,0.5,0.0,0.0,0.0,0.5,0.15384615384615383,0.07692307692307691,0.23076923076923075,0.07692307692307691,0.4615384615384615,0.11428571428571428,0.45714285714285713,0.05714285714285714,0.37142857142857144,4,16,2,13,35,201710,Artes
0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5217391304347826,0.08695652173913043,0.2608695652173913,0.13043478260869565,12,2,6,3,23,201710,Biología
0.5,0.2,0.2,0.1,0.0,0.1904761904761905,0.09523809523809525,0.4761904761904762,0.04761904761904762,0.1904761904761905,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.11111111111111112,0.0,0.4444444444444445,0.0,0.4444444444444445,0.23255813953488372,0.4883720930232558,0.06976744186046512,0.20930232558139536,10,21,3,9,43,201710,Cpol
0.21052631578947367,0.42105263157894735,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.16666666666666666,0.1,0.7333333333333333,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.296875,0.46875,0.140625,0.09375,19,30,9,6,64,201710,Derecho
0.09523809523809523,0.38095238095238093,0.33333333333333337,0.19047619047619047,0.0,0.048780487804878044,0.17073170731707316,0.6341463414634145,0.048780487804878044,0.09756097560975609,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.0,0.4285714285714286,0.0,0.5714285714285714,0.0,0.0,0.2692307692307692,0.5256410256410257,0.11538461538461539,0.08974358974358974,21,41,9,7,78,201710,Diseño
0.10526315789473684,0.42105263157894735,0.42105263157894735,0.05263157894736842,0.0,0.0425531914893617,0.1702127659574468,0.7234042553191489,0.02127659574468085,0.0425531914893617,0.2,0.2,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.2602739726027397,0.6438356164383562,0.0684931506849315,0.0273972602739726,19,47,5,2,73,201710,Economía
0.5,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,2,3,0,2,7,201710,Filosofía
0.21428571428571427,0.42857142857142855,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.4285714285714286,0.14285714285714288,0.28571428571428575,0.14285714285714288,0.0,0.14285714285714288,0.4285714285714286,0.14285714285714288,0.28571428571428575,0.0,0.0,1.0,0.0,0.0,0.0,0.4827586206896552,0.2413793103448276,0.2413793103448276,0.034482758620689655,14,7,7,1,29,201710,Física
0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.5000000000000001,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,4,2,6,0,12,201710,Geociencias
0.11111111111111112,0.4444444444444445,0.22222222222222224,0.0,0.22222222222222224,0.2,0.1,0.6000000000000001,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6000000000000001,0.23076923076923078,0.5128205128205128,0.0,0.2564102564102564,9,20,0,10,39,201710,GobPolítica
1.0,0.0,0.0,0.0,0.0,0.625,0.0,0.25,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.2,0.5333333333333333,0.06666666666666667,0.2,3,8,1,3,15,201710,HistArte
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.3333333333333333,4,1,1,3,9,201710,Historia
